"seen_total","question_6_pre","question_2_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","engagement","survey_type","quiz_answer","engagement_1","engagement_3","engagement_2","question_2_post","question_3_post","question_5_post","question_6_post","question_1_post","question_4_post","demo_gender","demo_age","demo_asked","demo_school","demo_media","last.seen"
6,"5","5","4","4","5","5",1,"continuous","A","Yes","Yes","Yes","4","4","5","5","5","5","Male","30-44",1,"C","A","2021-05-08 00:13:31"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:13:02"
6,"5","4","2","4","2","3",1,"continuous","B","Yes","Yes","No","3","2","3","5","2","2","","",NA,"","","2021-05-08 00:11:24"
3,"1","1","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:10:03"
2,"6","","","6","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:09:51"
1,"4","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:08:57"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:08:49"
0,"5","4","4","5","4","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-08 00:08:43"
0,"1","1","1","6","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-08 00:08:40"
6,"1","2","5","1","7","1",1,"continuous","","Yes","","Yes","","","","","","","","",NA,"","","2021-05-08 00:08:33"
1,"5","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:06:51"
0,"1","1","1","4","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-08 00:06:51"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:06:03"
5,"6","","4","5","6","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:05:39"
5,"3","3","3","3","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:04:05"
6,"1","1","1","1","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-08 00:03:18"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:02:32"
2,"1","","6","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:01:31"
5,"5","1","4","2","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-08 00:01:08"
3,"7","","7","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:59:53"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:59:17"
5,"6","2","6","6","6","6",1,"continuous","C","Yes","No","Yes","2","2","","2","2","2","","",NA,"","","2021-05-07 23:57:06"
0,"1","1","6","6","1","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:57:04"
2,"","","4","4","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:56:39"
6,"6","1","4","1","6","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:56:01"
0,"6","1","4","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:55:47"
3,"7","","5","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:55:27"
3,"5","6","","","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:55:26"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:54:03"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:53:51"
6,"3","1","3","1","3","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 23:53:42"
6,"5","1","7","3","7","2",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:52:53"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:52:43"
0,"4","5","1","7","1","1",1,"days","","No","No","","","","","","","","","",NA,"","","2021-05-07 23:51:44"
1,"7","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:51:39"
4,"1","","","6","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:51:25"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:51:02"
1,"5","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:50:55"
0,"3","3","","3","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:50:27"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:49:38"
1,"1","1","2","2","3","5",1,"continuous","a","Yes","No","Yes","1","","","","","","","",NA,"","","2021-05-07 23:48:25"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:48:16"
5,"1","7","","7","7","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:47:41"
5,"6","7","6","7","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:47:39"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:47:12"
0,"2","1","2","5","6","6",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:46:29"
6,"6","5","4","5","3","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:45:51"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:45:26"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:44:30"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:43:59"
0,"2","2","2","7","1","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:43:21"
6,"7","5","2","7","1","7",1,"days","B","Yes","","Yes","","","","","","","","",NA,"","","2021-05-07 23:42:29"
1,"","","2","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:42:15"
3,"","6","","","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:41:43"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:41:32"
1,"5","5","6","1","6","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:40:35"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:40:10"
6,"3","3","3","5","3","3",0,"continuous","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX-Km0xG&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=dd79ae5a0c4b640755bbd93c69219806&oe=60BA8BC9","","","","","","","","","","","",NA,"","","2021-05-07 23:39:57"
2,"","1","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:39:46"
3,"3","4","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:39:45"
5,"3","6","6","7","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:39:27"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:36:57"
2,"","","1","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:36:40"
0,"1","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:35:50"
6,"3","1","2","1","5","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:35:44"
5,"1","1","1","1","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:35:40"
2,"","1","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:34:48"
0,"2","2","4","4","1","1",0,"days","A","","","","","","","","","","","",NA,"","","2021-05-07 23:34:03"
0,"","","","That isn't misinformation. Propaganda wing douche.","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:33:51"
6,"6","1","5","1","3","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:33:06"
6,"3","1","3","1","5","1",1,"continuous","A","Yes","Yes","Yes","1","4","1","2","1","1","Male","18-29",1,"C","D","2021-05-07 23:33:00"
5,"","1","7","1","7","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:32:50"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:32:45"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:32:31"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:32:05"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:30:38"
5,"4","1","","1","2","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:29:04"
6,"6","7","6","7","5","2",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 23:25:23"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:25:06"
4,"1","","1","","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:24:35"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:24:18"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:23:58"
6,"5","2","1","5","4","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 23:23:55"
6,"1","7","1","5","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 23:23:05"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:22:53"
4,"6","6","","7","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:21:53"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:21:37"
3,"No!","7","7","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:19:58"
0,"1","3","2","5","3","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:19:54"
6,"6","1","1","6","1","1",1,"continuous","","No","","This is garbage.  There is no climate change.  Man can't change it, so stop asking people for money for it.","","","","","","","","",NA,"","","2021-05-07 23:18:04"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:17:45"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:17:38"
0,"4","1","6","1","5","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:17:19"
1,"5","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:16:23"
5,"1","","5","1","6","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:16:12"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:15:29"
6,"1","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX-_0tZx&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=0cbc406a02e80d91df37a6b6441ca215&oe=60BA8BC9","1","1","7","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:14:58"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:14:50"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:14:19"
1,"","1","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:14:09"
6,"2","2","1","6","1","1",1,"days","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX9LRCn9&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=e193e0994a849e92300156d9f5dacaae&oe=60BA8BC9","Yes","","No","","","","","","","","",NA,"","","2021-05-07 23:13:27"
5,"1","5","1","","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:13:15"
1,"","","","","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:13:02"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:12:48"
1,"","","","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:12:04"
3,"3","","","1","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:11:17"
5,"","1","4","1","5","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:10:14"
1,"1","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:10:05"
5,"7","7","7","1","7","1",1,"continuous","A","No","Yes","Yes","1","","1","4","1","1","","",NA,"","","2021-05-07 23:09:15"
5,"","1","1","1","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:08:45"
5,"7","6","7","","7","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:08:30"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:07:49"
6,"2","5","4","5","1","1",1,"continuous","B","Yes","No","No","3","1","2","3","2","2","Male","45-65",1,"C","D","2021-05-07 23:07:48"
0,"7","7","1","7","1","6",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:07:45"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:06:06"
5,"1","7","1","","1","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:05:12"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:05:02"
5,"3","","2","5","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:04:34"
3,"3","5","","","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:04:22"
6,"5","1","1","2","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 23:04:05"
6,"6","7","7","7","7","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 23:04:02"
2,"6","1","","","Tried to take, can't read the posts.","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:03:34"
5,"2","1","","1","3","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:02:39"
6,"5","2","1","6","3","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 23:02:27"
0,"3","3","3","3","3","3",1,"continuous","B","Yes","No","Yes","","","","","","","","",NA,"","","2021-05-07 23:02:26"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:02:12"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:01:47"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:01:35"
0,"3","3","6","1","1","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 23:01:24"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 23:00:23"
6,"1","1","1","1","4","1",0,"continuous","spam.","","","","","","","","","","","",NA,"","","2021-05-07 23:00:21"
5,"5","5","3","4","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:59:41"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:59:36"
0,"4","2","5","7","3","6",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:59:22"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:58:06"
6,"1","1","1","1","1","2",0,"continuous","Fuck off","","","","","","","","","","","",NA,"","","2021-05-07 22:58:00"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:56:29"
6,"1","1","1","1","1","1",0,"continuous","A","","","","1","1","1","1","1","1","Male","Over 65",1,"D","D","2021-05-07 22:56:26"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:55:19"
2,"1","","","","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:53:39"
0,"","","","https://cdn.fbsbx.com/v/t59.2708-21/82971342_271908710570716_282847229297409695_n.gif?_nc_cat=1&ccb=1-3&_nc_sid=041f46&_nc_ohc=bKrbGYZcZ-sAX9KBDHW&_nc_ht=cdn.fbsbx.com&oh=ead58378be9372059f04d8a3951a13df&oe=60978CD2","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:53:32"
4,"5","","","5","7","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:53:03"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:52:44"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:52:14"
6,"1","1","1","7","1","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 22:52:05"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:49:35"
3,"","5","","4","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:49:32"
2,"","4","","","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:49:16"
5,"5","1","7","4","3","5",1,"continuous","B","No","Yes","Yes","","3","5","5","1","5","","",NA,"","","2021-05-07 22:48:24"
1,"","","3","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:48:05"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:47:46"
4,"","1","1","","7","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:47:03"
5,"1","1","1","","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:46:54"
2,"I can't see it.","","","1","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:46:45"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:46:29"
6,"1","1","1","1","1","1",1,"continuous","A","No","No","Yes","1","1","1","1","2","1","Female","30-44",1,"C","D","2021-05-07 22:46:17"
2,"","","","","3","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:46:02"
4,"4","2","","1","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:44:16"
1,"1","1","1","7","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:43:57"
5,"5","1","5","","5","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:43:35"
0,"7","1","1","1","1","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:43:33"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:43:31"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:42:21"
4,"6","3","2","5","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:42:02"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:41:22"
4,"","","2","7","1","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:40:31"
6,"7","7","7","6","6","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:40:01"
6,"1","1","1","1","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 22:39:54"
6,"2","1","1","","2","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 22:39:20"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:38:47"
5,"4","1","","1","5","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:35:38"
1,"","5","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:34:59"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:34:58"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:34:57"
6,"5","3","7","5","6","5",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 22:34:55"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:34:39"
6,"1","1","1","7","1","1",1,"continuous","","No","","","","","","","","","","",NA,"","","2021-05-07 22:34:07"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:33:34"
1,"","","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:33:18"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:33:12"
1,"","6","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:32:43"
6,"1","1","1","1","1","2",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:32:28"
0,"3","2","5","3","4","5",1,"continuous","B","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-07 22:31:19"
6,"1","1","1","4","1","1",1,"continuous","","No","","","","","","","","","","",NA,"","","2021-05-07 22:31:02"
5,"","6","5","7","3","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:30:13"
6,"1","7","1","5","1","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:29:21"
2,"","1","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:29:18"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:28:54"
5,"6","1","4","1","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:28:39"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:28:12"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:28:07"
2,"","7","7","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:27:57"
3,"4","6","7","","4","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:27:07"
0,"1","1","1","1","5","1",0,"days","stop","","","","","","","","","","","",NA,"","","2021-05-07 22:26:53"
6,"4","1","1","4","1","4",1,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 22:26:25"
6,"6","2","6","7","1","4",1,"continuous","A","No","No","No","1","1","1","3","6","6","Male","30-44",1,"C","A","2021-05-07 22:23:52"
5,"1","","2","1","4","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:23:06"
5,"3","1","3","5","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:21:46"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:21:25"
0,"5","7","7","7","3","7",1,"continuous","D","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-07 22:20:51"
1,"","","","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:20:39"
5,"4","","4","2","5","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:20:36"
6,"7","7","7","7","7","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:20:32"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:20:28"
5,"","1","4","1","6","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:19:29"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:18:35"
1,"1","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:18:32"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:17:57"
0,"5","6","4","5","4","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:16:12"
2,"","7","7","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:15:46"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:14:52"
5,"3","3","3","6","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:14:46"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:14:26"
1,"most of us know the numbers were never really correct and masks should not be worn and everything should have been opened after the first 15 days","","","","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:13:27"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:12:25"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:10:59"
0,"5","1","5","1","7","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:10:46"
4,"5","5","1","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:10:19"
0,"1","1","1","3","1","1",1,"continuous","B","Yes","No","Yes","","","","","","","","",NA,"","","2021-05-07 22:09:10"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:07:09"
3,"2","5","7","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:06:06"
5,"3","1","","1","5","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:05:37"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:05:04"
6,"4","4","5","6","4","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 22:04:51"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:04:49"
5,"6","6","5","6","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:03:52"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:03:24"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:02:19"
4,"3","","2","","7","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:02:17"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:02:13"
6,"1","2","5","1","5","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 22:01:48"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:01:08"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:01:06"
0,"","","","0","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 22:00:24"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:59:29"
6,"1","1","1","7","1","1",1,"days","STOP","stop","","STOP","","","","","","","","",NA,"","","2021-05-07 21:56:54"
3,"1","1","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:56:50"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:56:06"
2,"","","7","","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:55:30"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:55:28"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:54:44"
0,"1","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:54:37"
1,"","","3","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:54:22"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:53:55"
6,"1","1","4","1","1","1",0,"continuous","B","","","","1","1","1","1","1","2","Male","45-65",1,"D","A","2021-05-07 21:53:38"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:53:02"
7,"7","6","4","5","4","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 21:52:44"
6,"1","1","1","1","3","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 21:52:38"
5,"1","7","1","1","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:52:17"
2,"","1","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:51:29"
5,"5","7","5","5","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:50:37"
5,"4","1","","1","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:50:23"
5,"3","2","5","6","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:49:14"
6,"3","5","5","5","4","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:48:32"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:48:04"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:47:06"
6,"4","3","2","5","2","4",1,"continuous","B","Yes","No","Yes","2","2","4","4","4","3","Male","45-65",1,"C","C","2021-05-07 21:45:41"
