"seen_total","last.seen","survey_type","engagement","engagement_1","engagement_2","engagement_3","quiz_answer","demo_gender","demo_age","demo_asked","demo_school","demo_media","question_2_pre","question_6_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","question_2_post","question_3_post","question_6_post","question_5_post","question_1_post","question_4_post","finished_post"
6,"2021-05-11 16:03:23","days",1,"Yes","Yes","","C","","",NA,"","","1","3","3","4","4","4","","","","","","",FALSE
6,"2021-05-11 15:59:20","continuous",0,"","","","Climate Change is not a debate.","","",NA,"","","1","3","5","1","5","1","","","","","","",FALSE
NA,"2021-05-11 15:58:52","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 15:58:08","continuous",0,"","","","","","",NA,"","","4","5","4","4","5","4","","","","","","",FALSE
0,"2021-05-11 15:58:05","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-11 15:57:58","",NA,"","","","","","",NA,"","","","","5","","","","","","","","","",FALSE
0,"2021-05-11 15:57:57","continuous",1,"Yes","Yes","Yes","B","","",NA,"","","1","3","1","1","1","3","","","","","","",FALSE
1,"2021-05-11 15:57:50","",NA,"","","","","","",NA,"","","","","I really don't want to share a post for anyone, about anything. Didn't realize that's what this was about. Let's end this now. Thanks.","","6","","","","","","","",FALSE
6,"2021-05-11 15:57:00","continuous",0,"","","","","","",NA,"","","1","4","4","4","4","5","","","","","","",FALSE
6,"2021-05-11 15:56:35","days",0,"","","","https://cdn.fbsbx.com/v/t59.3654-21/185020565_216019453354869_8901533957587313180_n.mp4/audioclip-1620748594000-25937.mp4?_nc_cat=100&ccb=1-3&_nc_sid=7272a8&_nc_ohc=1CoJmUU_0OQAX8DiC-K&_nc_ht=cdn.fbsbx.com&oh=1747ec9e1c2f11a2afea6faccca5b0a9&oe=609C8B39","","",NA,"","","5","7","7","1","7","1","","","","","","",FALSE
0,"2021-05-11 15:54:02","",NA,"","","","","","",NA,"","","1","4","7","1","7","","","","","","","",FALSE
1,"2021-05-11 15:52:03","",NA,"","","","","","",NA,"","","","","","1","","","","","","","","",FALSE
5,"2021-05-11 15:51:54","",NA,"","","","","","",NA,"","","1","1","1","5","1","","","","","","","",FALSE
2,"2021-05-11 15:49:52","",NA,"","","","","","",NA,"","","","","4","1","","","","","","","","",FALSE
6,"2021-05-11 15:48:03","continuous",1,"Yes","","","","","",NA,"","","6","5","4","5","5","6","","","","","","",FALSE
5,"2021-05-11 15:47:08","",NA,"","","","","","",NA,"","","","5","3","2","2","4","","","","","","",FALSE
6,"2021-05-11 15:46:50","days",0,"","","","Stop","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
6,"2021-05-11 15:45:54","continuous",0,"","","","","","",NA,"","","1","4","4","1","7","1","","","","","","",FALSE
0,"2021-05-11 15:45:38","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 15:45:35","continuous",0,"","","","","","",NA,"","","4","4","1","1","6","4","","","","","","",FALSE
0,"2021-05-11 15:45:07","",NA,"","","","","","",NA,"","","","","","Is there compensation?","","","","","","","","",FALSE
NA,"2021-05-11 15:45:02","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 15:44:35","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 15:44:17","continuous",1,"Yes","Yes","No","C","Male","45-65",1,"C","C","1","1","4","1","1","1","1","","1","1","1","1",FALSE
6,"2021-05-11 15:44:03","continuous",0,"","","","","","",NA,"","","1","3","1","5","1","2","","","","","","",FALSE
1,"2021-05-11 15:42:09","",NA,"","","","","","",NA,"","","","3","7","","","","","","","","","",FALSE
0,"2021-05-11 15:41:20","continuous",1,"Yes","No","Yes","D","","",NA,"","","7","4","4","7","7","2","","","","","","",FALSE
2,"2021-05-11 15:40:36","",NA,"","","","","","",NA,"","","1","","","","","1","","","","","","",FALSE
6,"2021-05-11 15:39:41","continuous",0,"","","","","","",NA,"","","1","1","1","1","2","1","","","","","","",FALSE
6,"2021-05-11 15:39:28","days",1,"Yes","Yes","","D","","",NA,"","","3","5","5","7","1","5","","","","","","",FALSE
0,"2021-05-11 15:35:43","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 15:35:29","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 15:34:02","",NA,"","","","","","",NA,"","","7","2","7","7","1","7","","","","","","",FALSE
0,"2021-05-11 15:33:59","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 15:33:57","",NA,"","","","","","",NA,"","","","1","","4","1","1","","","","","","",FALSE
1,"2021-05-11 15:31:41","",NA,"","","","","","",NA,"","","1","6","6","6","1","4","","","","","","",FALSE
6,"2021-05-11 15:30:11","continuous",0,"","","","","","",NA,"","","4","3","1","1","6","3","","","","","","",FALSE
6,"2021-05-11 15:28:34","continuous",1,"Yes","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
6,"2021-05-11 15:28:25","continuous",0,"","","","","","",NA,"","","2","1","5","1","5","1","","","","","","",FALSE
4,"2021-05-11 15:25:26","",NA,"","","","","","",NA,"","","7","7","6","5","","","","","","","","",FALSE
6,"2021-05-11 15:24:04","continuous",0,"","","","","","",NA,"","","6","6","6","6","7","6","","","","","","",FALSE
6,"2021-05-11 15:23:44","continuous",0,"","","","","","",NA,"","","5","7","2","7","3","5","","","","","","",FALSE
0,"2021-05-11 15:20:43","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","6","6","4","1","6","1","","","","","","",FALSE
3,"2021-05-11 15:20:02","",NA,"","","","","","",NA,"","","","6","","5","5","","","","","","","",FALSE
0,"2021-05-11 15:19:32","",NA,"","","","","","",NA,"","","","","6","7","5","4","","","","","","",FALSE
6,"2021-05-11 15:18:51","continuous",1,"Yes","No","","","","",NA,"","","1","2","2","5","1","1","","","","","","",FALSE
0,"2021-05-11 15:18:39","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 15:17:00","days",0,"","","","A","","",NA,"","","7","6","7","1","7","7","","","","","","",FALSE
0,"2021-05-11 15:14:51","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 15:12:23","continuous",0,"","","","","","",NA,"","","1","1","1","4","2","4","","","","","","",FALSE
NA,"2021-05-11 15:10:36","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 15:08:05","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-11 15:07:27","",NA,"","","","","","",NA,"","","","","","1","4","","","","","","","",FALSE
4,"2021-05-11 15:06:09","",NA,"","","","","","",NA,"","","5","","4","4","","3","","","","","","",FALSE
0,"2021-05-11 15:04:11","days",1,"Yes","Yes","Yes","A","","",NA,"","","1","1","1","4","4","1","","","","","","",FALSE
2,"2021-05-11 15:03:32","",NA,"","","","","","",NA,"","","","2","2","","","","","","","","","",FALSE
0,"2021-05-11 15:02:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 15:02:36","continuous",1,"Yes","No","Yes","D","","",NA,"","","1","2","4","3","1","1","","","","","","",FALSE
5,"2021-05-11 14:59:51","",NA,"","","","","","",NA,"","","7","","7","6","3","7","","","","","","",FALSE
NA,"2021-05-11 14:59:20","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-11 14:58:55","",NA,"","","","","","",NA,"","","1","","","","","","","","","","","",FALSE
1,"2021-05-11 14:58:41","",NA,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-11 14:58:40","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","1","6","1","4","1","1","","","","","","",FALSE
0,"2021-05-11 14:57:51","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:57:30","continuous",0,"","","","","","",NA,"","","7","1","1","5","5","6","","","","","","",FALSE
0,"2021-05-11 14:56:01","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","6","7","6","7","7","3","","","","","","",FALSE
0,"2021-05-11 14:55:46","continuous",1,"Yes","No","Yes","C","","",NA,"","","1","1","1","1","","1","","","","","","",FALSE
1,"2021-05-11 14:55:09","",NA,"","","","","","",NA,"","","","","","","1","","","","","","","",FALSE
0,"2021-05-11 14:55:08","continuous",0,"","","","B","","",NA,"","","1","4","7","1","7","4","","","","","","",FALSE
0,"2021-05-11 14:52:09","days",1,"Yes","Yes","Yes","B","","",NA,"","","1","3","1","1","7","6","","","","","","",FALSE
4,"2021-05-11 14:52:09","",NA,"","","","","","",NA,"","","5","5","5","7","1","6","","","","","","",FALSE
0,"2021-05-11 14:51:25","continuous",0,"","","","D","","",NA,"","","1","1","2","2","2","1","","","","","","",FALSE
4,"2021-05-11 14:51:01","",NA,"","","","","","",NA,"","","","5","","5","","5","","","","","","",FALSE
0,"2021-05-11 14:50:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 14:48:28","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-11 14:47:16","",NA,"","","","","","",NA,"","","1","2","1","2","3","3","","","","","","",FALSE
3,"2021-05-11 14:46:00","",NA,"","","","","","",NA,"","","7","","7","7","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX8owgyO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=c87bb827086053c8ab4ede58de434f99&oe=60BE8049","","","","","","",FALSE
6,"2021-05-11 14:45:49","continuous",0,"","","","","","",NA,"","","7","7","7","7","5","5","","","","","","",FALSE
3,"2021-05-11 14:45:40","",NA,"","","","","","",NA,"","","Can't see anything print way to small","7","","","6","","","","","","","",FALSE
0,"2021-05-11 14:45:38","continuous",1,"Yes","No","Yes","C","","",NA,"","","1","4","7","7","7","","7","3","3","1","","7",FALSE
0,"2021-05-11 14:43:44","continuous",1,"Yes","Yes","No","B","","",NA,"","","7","7","7","7","7","7","","","","","","",FALSE
6,"2021-05-11 14:43:33","continuous",1,"Yes","Yes","","D","","",NA,"","","1","4","4","1","1","1","","","","","","",FALSE
1,"2021-05-11 14:43:19","",NA,"","","","","","",NA,"","","","","","","5","","","","","","","",FALSE
5,"2021-05-11 14:43:18","",NA,"","","","","","",NA,"","","4","4","4","4","4","","","","","","","",FALSE
5,"2021-05-11 14:42:54","",NA,"","","","","","",NA,"","","7","7","7","7","7","","","","","","","",FALSE
NA,"2021-05-11 14:41:57","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-11 14:41:40","",NA,"","","","","","",NA,"","","","","2","","3","","","","","","","",FALSE
0,"2021-05-11 14:41:25","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 14:41:24","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:40:55","continuous",0,"","","","","","",NA,"","","2","3","6","1","6","3","","","","","","",FALSE
0,"2021-05-11 14:40:41","",NA,"","","","","","",NA,"","","","","","","1","","","","","","","",FALSE
0,"2021-05-11 14:40:35","continuous",1,"Yes","Yes","No","A","","",NA,"","","1","6","6","1","1","1","","","","","","",FALSE
6,"2021-05-11 14:39:50","continuous",1,"Yes","","","","","",NA,"","","1","4","4","1","1","6","","","","","","",FALSE
0,"2021-05-11 14:39:44","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:39:43","continuous",1,"Yes","Yes","","","","",NA,"","","1","4","5","1","1","1","","","","","","",FALSE
1,"2021-05-11 14:38:28","",NA,"","","","","","",NA,"","","","","","3","","","","","","","","",FALSE
0,"2021-05-11 14:37:14","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 14:35:19","continuous",1,"Yes","No","No","C","","",NA,"","","5","6","5","7","1","5","","","","","","",FALSE
0,"2021-05-11 14:35:10","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 14:33:59","continuous",1,"Yes","Yes","Yes","B","","",NA,"","","6","7","7","7","7","7","","","","","","",FALSE
6,"2021-05-11 14:33:30","continuous",1,"","","","","","",NA,"","","1","4","1","1","2","1","","","","","","",FALSE
NA,"2021-05-11 14:32:26","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 14:31:18","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 14:30:54","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 14:30:07","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 14:30:07","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 14:28:09","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:27:58","continuous",1,"Yes","","","","","",NA,"","","4","7","5","7","1","7","","","","","","",FALSE
0,"2021-05-11 14:27:41","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:27:33","continuous",0,"","","","","","",NA,"","","1","6","3","1","6","6","","","","","","",FALSE
0,"2021-05-11 14:27:27","continuous",0,"","","","","","",NA,"","","2","2","2","1","6","3","","","","","","",FALSE
0,"2021-05-11 14:27:23","",NA,"","","","","","",NA,"","","","Sorry...can’t read the fine print","","","","","","","","","","",FALSE
NA,"2021-05-11 14:25:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 14:24:51","days",1,"No","Looks to me like you are just trying to push and justify your left-wing agenda. I will not particcapate.","","","","",NA,"","","4","4","1","7","1","7","","","","","","",FALSE
0,"2021-05-11 14:24:49","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 14:24:26","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 14:23:20","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:20:37","days",1,"Yes","Yes","Yes","A","Male","18-29",1,"A","B","7","7","1","1","1","7","7","7","1","1","7","7",TRUE
7,"2021-05-11 14:20:09","continuous",1,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-11 14:20:06","days",0,"","","","","","",NA,"","","6","7","5","6","5","7","","","","","","",FALSE
6,"2021-05-11 14:18:28","continuous",0,"","","","","","",NA,"","","7","6","6","7","2","3","","","","","","",FALSE
0,"2021-05-11 14:17:59","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:17:26","days",1,"ok","Yes","","A","","",NA,"","","2","5","5","1","6","1","","","","","","",FALSE
0,"2021-05-11 14:13:07","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:13:03","continuous",0,"","","","","","",NA,"","","1","4","2","1","4","1","","","","","","",FALSE
6,"2021-05-11 14:13:00","continuous",1,"Yes","Yes","","","","",NA,"","","1","6","4","4","1","6","","","","","","",FALSE
0,"2021-05-11 14:12:19","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 14:11:17","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 14:08:54","continuous",1,"Yes","Yes","","","","",NA,"","","3","5","5","1","6","5","","","","","","",FALSE
0,"2021-05-11 14:07:33","",NA,"","","","","","",NA,"","","","","6","5","5","","","","","","","",FALSE
6,"2021-05-11 14:05:36","continuous",0,"","","","Unsubscribe me!","","",NA,"","","1","4","1","5","4","1","","","","","","",FALSE
2,"2021-05-11 14:04:49","",NA,"","","","","","",NA,"","","","4","4","4","3","","","","","","","",FALSE
0,"2021-05-11 14:03:49","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 14:02:10","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-11 14:01:51","",NA,"","","","","","",NA,"","","","7","7","1","4","7","","","","","","",FALSE
0,"2021-05-11 14:01:39","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 14:01:14","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-11 13:58:03","",NA,"","","","","","",NA,"","","","","","1","","","","","","","","",FALSE
6,"2021-05-11 13:57:28","continuous",1,"","","","","","",NA,"","","5","7","6","7","7","7","","","","","","",FALSE
6,"2021-05-11 13:55:47","continuous",1,"Yes","No","","","","",NA,"","","7","7","7","7","7","7","","","","","","",FALSE
1,"2021-05-11 13:54:37","",NA,"","","","","","",NA,"","","7","","","","","","","","","","","",FALSE
0,"2021-05-11 13:53:35","continuous",0,"","","","B","","",NA,"","","7","4","3","1","7","3","","","","","","",FALSE
6,"2021-05-11 13:52:32","continuous",1,"Yes","","","","","",NA,"","","7","7","7","7","7","7","","","","","","",FALSE
NA,"2021-05-11 13:51:18","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 13:49:35","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 13:49:27","days",0,"","","","","","",NA,"","","6","7","7","7","1","6","","","Okay I'm not talking to a machine anymore so don't text me or send me any messages anymore","","","",FALSE
3,"2021-05-11 13:48:37","",NA,"","","","","","",NA,"","","3","3","","3","","","","","","","","",FALSE
0,"2021-05-11 13:47:10","continuous",0,"","","","D","","",NA,"","","5","1","1","7","1","1","","","","","","",FALSE
NA,"2021-05-11 13:45:50","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 13:43:52","continuous",1,"Yes","No","","What makes you the expert?","","",NA,"","","3","3","3","7","2","5","","","","","","",FALSE
6,"2021-05-11 13:42:01","continuous",0,"","","","","","",NA,"","","6","5","6","5","2","5","","","","","","",FALSE
6,"2021-05-11 13:41:54","continuous",1,"Yes","No","","","","",NA,"","","6","4","7","2","7","6","","","","","","",FALSE
0,"2021-05-11 13:41:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 13:41:32","continuous",1,"Yes","","","","","",NA,"","","1","7","4","5","3","4","","","","","","",FALSE
NA,"2021-05-11 13:40:54","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 13:38:33","continuous",0,"","","","A","","",NA,"","","1","4","4","4","1","4","","","","","","",FALSE
NA,"2021-05-11 13:38:22","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 13:35:05","continuous",0,"","","","D","","",NA,"","","1","4","1","6","1","4","","","","","","",FALSE
2,"2021-05-11 13:33:31","",NA,"","","","","","",NA,"","","","","5","","","5","","","","","","",FALSE
NA,"2021-05-11 13:33:28","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 13:32:03","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 13:31:23","continuous",0,"","","","","","",NA,"","","1","3","7","3","1","4","","","","","","",FALSE
0,"2021-05-11 13:30:44","continuous",0,"","","","A","","",NA,"","","1","5","5","1","1","1","","","","","","",FALSE
0,"2021-05-11 13:30:18","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-11 13:27:03","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-11 13:24:18","continuous",1,"Yes","No","Yes","A","","",NA,"","","2","7","4","7","5","1","","","","","","",FALSE
NA,"2021-05-11 13:23:49","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 13:21:40","continuous",1,"Yes","Yes","","","","",NA,"","","4","7","7","7","7","7","","","","","","",FALSE
0,"2021-05-11 13:20:30","days",1,"Yes","Yes","Yes it's so helpful","A","","",NA,"","","2","2","2","2","2","2","","","","","","",FALSE
0,"2021-05-11 13:18:03","continuous",0,"","","","A","","",NA,"","","4","4","5","6","6","5","1","","","","","",FALSE
6,"2021-05-11 13:18:00","continuous",0,"","","","","","",NA,"","","1","4","5","1","2","4","","","","","","",FALSE
6,"2021-05-11 13:17:27","continuous",1,"Yes","Yes","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
1,"2021-05-11 13:17:19","",NA,"","","","","","",NA,"","","","6","","","","","","","","","","",FALSE
NA,"2021-05-11 13:13:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-11 13:13:18","continuous",0,"","","","","","",NA,"","","7","7","7","7","7","7","","","","","","",FALSE
