"seen_total","last.seen","survey_type","engagement","engagement_1","engagement_2","engagement_3","quiz_answer","demo_gender","demo_age","demo_asked","demo_school","demo_media","question_2_pre","question_6_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","question_2_post","question_3_post","question_6_post","question_5_post","question_1_post","question_4_post","finished_post"
5,"2021-05-08 00:01:08","",NA,"","","","","","",NA,"","","1","5","4","2","6","","","","","","","",FALSE
3,"2021-05-07 23:59:53","",NA,"","","","","","",NA,"","","","7","7","7","","","","","","","","",FALSE
0,"2021-05-07 23:59:17","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 23:57:06","continuous",1,"Yes","Yes","No","C","","",NA,"","","2","6","6","6","6","6","2","2","2","","2","2",FALSE
2,"2021-05-07 23:56:39","",NA,"","","","","","",NA,"","","","","4","4","","","","","","","","",FALSE
6,"2021-05-07 23:56:01","days",1,"","","","","","",NA,"","","1","6","4","1","6","3","","","","","","",FALSE
0,"2021-05-07 23:55:47","days",0,"","","","","","",NA,"","","1","6","4","1","1","1","","","","","","",FALSE
3,"2021-05-07 23:55:27","",NA,"","","","","","",NA,"","","","7","5","7","","","","","","","","",FALSE
3,"2021-05-07 23:55:26","",NA,"","","","","","",NA,"","","6","5","","","5","","","","","","","",FALSE
NA,"2021-05-07 23:54:03","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:53:51","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 23:53:42","continuous",0,"","","","","","",NA,"","","1","3","3","1","3","3","","","","","","",FALSE
6,"2021-05-07 23:52:53","days",1,"","","","","","",NA,"","","1","5","7","3","7","2","","","","","","",FALSE
NA,"2021-05-07 23:52:43","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:51:44","days",1,"No","","No","","","",NA,"","","5","4","1","7","1","1","","","","","","",FALSE
1,"2021-05-07 23:51:39","",NA,"","","","","","",NA,"","","","7","","","","","","","","","","",FALSE
4,"2021-05-07 23:51:25","",NA,"","","","","","",NA,"","","","1","","6","1","1","","","","","","",FALSE
0,"2021-05-07 23:51:02","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 23:50:55","",NA,"","","","","","",NA,"","","","5","","","","","","","","","","",FALSE
0,"2021-05-07 23:50:27","",NA,"","","","","","",NA,"","","3","3","","3","","3","","","","","","",FALSE
NA,"2021-05-07 23:49:38","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 23:48:25","continuous",1,"Yes","Yes","No","a","","",NA,"","","1","1","2","2","3","5","1","","","","","",FALSE
NA,"2021-05-07 23:48:16","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 23:47:39","",NA,"","","","","","",NA,"","","7","6","6","7","","6","","","","","","",FALSE
0,"2021-05-07 23:47:12","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:46:29","days",0,"","","","","","",NA,"","","1","2","2","5","6","6","","","","","","",FALSE
6,"2021-05-07 23:45:51","days",1,"","","","","","",NA,"","","5","6","4","5","3","4","","","","","","",FALSE
NA,"2021-05-07 23:45:26","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:44:30","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 23:43:59","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 23:42:29","days",1,"Yes","Yes","","B","","",NA,"","","5","7","2","7","1","7","","","","","","",FALSE
1,"2021-05-07 23:42:15","",NA,"","","","","","",NA,"","","","","2","","","","","","","","","",FALSE
3,"2021-05-07 23:41:43","",NA,"","","","","","",NA,"","","6","","","","","6","","","","","","",FALSE
1,"2021-05-07 23:40:35","",NA,"","","","","","",NA,"","","5","5","6","1","6","5","","","","","","",FALSE
0,"2021-05-07 23:40:10","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 23:39:57","continuous",0,"","","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX-Km0xG&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=dd79ae5a0c4b640755bbd93c69219806&oe=60BA8BC9","","",NA,"","","3","3","3","5","3","3","","","","","","",FALSE
2,"2021-05-07 23:39:46","",NA,"","","","","","",NA,"","","1","","1","","","","","","","","","",FALSE
3,"2021-05-07 23:39:45","",NA,"","","","","","",NA,"","","4","3","","","1","","","","","","","",FALSE
5,"2021-05-07 23:39:27","",NA,"","","","","","",NA,"","","6","3","6","7","","1","","","","","","",FALSE
NA,"2021-05-07 23:36:57","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-07 23:36:40","",NA,"","","","","","",NA,"","","","","1","","","1","","","","","","",FALSE
0,"2021-05-07 23:35:50","days",0,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
6,"2021-05-07 23:35:44","days",1,"","","","","","",NA,"","","1","3","2","1","5","4","","","","","","",FALSE
5,"2021-05-07 23:35:40","",NA,"","","","","","",NA,"","","1","1","1","1","7","","","","","","","",FALSE
2,"2021-05-07 23:34:48","",NA,"","","","","","",NA,"","","1","","","","1","","","","","","","",FALSE
0,"2021-05-07 23:34:03","days",0,"","","","A","","",NA,"","","2","2","4","4","1","1","","","","","","",FALSE
0,"2021-05-07 23:33:51","",NA,"","","","","","",NA,"","","","","","That isn't misinformation. Propaganda wing douche.","","","","","","","","",FALSE
6,"2021-05-07 23:33:06","days",1,"","","","","","",NA,"","","1","6","5","1","3","3","","","","","","",FALSE
6,"2021-05-07 23:33:00","continuous",1,"Yes","Yes","Yes","A","Male","18-29",1,"C","D","1","3","3","1","5","1","1","4","2","1","1","1",TRUE
5,"2021-05-07 23:32:50","",NA,"","","","","","",NA,"","","1","","7","1","7","3","","","","","","",FALSE
NA,"2021-05-07 23:32:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:32:31","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:32:05","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 23:30:38","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 23:29:04","",NA,"","","","","","",NA,"","","1","4","","1","2","2","","","","","","",FALSE
6,"2021-05-07 23:25:23","continuous",0,"","","","","","",NA,"","","7","6","6","7","5","2","","","","","","",FALSE
NA,"2021-05-07 23:25:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 23:24:35","",NA,"","","","","","",NA,"","","","1","1","","1","1","","","","","","",FALSE
0,"2021-05-07 23:24:18","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:23:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 23:23:55","continuous",0,"","","","","","",NA,"","","2","5","1","5","4","1","","","","","","",FALSE
6,"2021-05-07 23:23:05","continuous",0,"","","","","","",NA,"","","7","1","1","5","1","1","","","","","","",FALSE
NA,"2021-05-07 23:22:53","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 23:21:53","",NA,"","","","","","",NA,"","","6","6","","7","7","","","","","","","",FALSE
NA,"2021-05-07 23:21:37","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
3,"2021-05-07 23:19:58","",NA,"","","","","","",NA,"","","7","No!","7","7","","","","","","","","",FALSE
0,"2021-05-07 23:19:54","days",0,"","","","","","",NA,"","","3","1","2","5","3","4","","","","","","",FALSE
6,"2021-05-07 23:18:04","continuous",1,"No","This is garbage.  There is no climate change.  Man can't change it, so stop asking people for money for it.","","","","",NA,"","","1","6","1","6","1","1","","","","","","",FALSE
0,"2021-05-07 23:17:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 23:17:38","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:17:19","days",0,"","","","","","",NA,"","","1","4","6","1","5","5","","","","","","",FALSE
1,"2021-05-07 23:16:23","",NA,"","","","","","",NA,"","","","5","","","","","","","","","","",FALSE
5,"2021-05-07 23:16:12","",NA,"","","","","","",NA,"","","","1","5","1","6","4","","","","","","",FALSE
0,"2021-05-07 23:15:29","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 23:14:58","",NA,"","","","","","",NA,"","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX-_0tZx&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=0cbc406a02e80d91df37a6b6441ca215&oe=60BA8BC9","1","1","1","7","1","","","","","","",FALSE
NA,"2021-05-07 23:14:50","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 23:14:19","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 23:14:09","",NA,"","","","","","",NA,"","","1","","","","","","","","","","","",FALSE
6,"2021-05-07 23:13:27","days",1,"Yes","No","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX9LRCn9&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=e193e0994a849e92300156d9f5dacaae&oe=60BA8BC9","","",NA,"","","2","2","1","6","1","1","","","","","","",FALSE
5,"2021-05-07 23:13:15","",NA,"","","","","","",NA,"","","5","1","1","","1","1","","","","","","",FALSE
1,"2021-05-07 23:13:02","",NA,"","","","","","",NA,"","","","","","","","4","","","","","","",FALSE
NA,"2021-05-07 23:12:48","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 23:12:04","",NA,"","","","","","",NA,"","","","","","7","","","","","","","","",FALSE
3,"2021-05-07 23:11:17","",NA,"","","","","","",NA,"","","","3","","1","","1","","","","","","",FALSE
5,"2021-05-07 23:10:14","",NA,"","","","","","",NA,"","","1","","4","1","5","2","","","","","","",FALSE
1,"2021-05-07 23:10:05","",NA,"","","","","","",NA,"","","","1","","","","","","","","","","",FALSE
5,"2021-05-07 23:09:15","continuous",1,"No","Yes","Yes","A","","",NA,"","","7","7","7","1","7","1","1","","4","1","1","1",FALSE
5,"2021-05-07 23:08:45","",NA,"","","","","","",NA,"","","1","","1","1","1","1","","","","","","",FALSE
5,"2021-05-07 23:08:30","",NA,"","","","","","",NA,"","","6","7","7","","7","3","","","","","","",FALSE
NA,"2021-05-07 23:07:49","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 23:07:48","continuous",1,"Yes","No","No","B","Male","45-65",1,"C","D","5","2","4","5","1","1","3","1","3","2","2","2",TRUE
0,"2021-05-07 23:07:45","days",0,"","","","","","",NA,"","","7","7","1","7","1","6","","","","","","",FALSE
NA,"2021-05-07 23:06:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 23:05:12","",NA,"","","","","","",NA,"","","7","1","1","","1","7","","","","","","",FALSE
0,"2021-05-07 23:05:02","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 23:04:34","",NA,"","","","","","",NA,"","","","3","2","5","1","1","","","","","","",FALSE
3,"2021-05-07 23:04:22","",NA,"","","","","","",NA,"","","5","3","","","3","","","","","","","",FALSE
6,"2021-05-07 23:04:05","continuous",0,"","","","","","",NA,"","","1","5","1","2","1","1","","","","","","",FALSE
6,"2021-05-07 23:04:02","continuous",0,"","","","","","",NA,"","","7","6","7","7","7","4","","","","","","",FALSE
2,"2021-05-07 23:03:34","",NA,"","","","","","",NA,"","","1","6","","","Tried to take, can't read the posts.","","","","","","","",FALSE
5,"2021-05-07 23:02:39","",NA,"","","","","","",NA,"","","1","2","","1","3","1","","","","","","",FALSE
6,"2021-05-07 23:02:27","continuous",0,"","","","","","",NA,"","","2","5","1","6","3","3","","","","","","",FALSE
0,"2021-05-07 23:02:26","continuous",1,"Yes","Yes","No","B","","",NA,"","","3","3","3","3","3","3","","","","","","",FALSE
NA,"2021-05-07 23:02:12","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 23:01:47","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:01:35","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 23:01:24","days",0,"","","","","","",NA,"","","3","3","6","1","1","3","","","","","","",FALSE
NA,"2021-05-07 23:00:23","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 23:00:21","continuous",0,"","","","spam.","","",NA,"","","1","1","1","1","4","1","","","","","","",FALSE
NA,"2021-05-07 22:59:36","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 22:59:22","days",0,"","","","","","",NA,"","","2","4","5","7","3","6","","","","","","",FALSE
0,"2021-05-07 22:58:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 22:58:00","continuous",0,"","","","Fuck off","","",NA,"","","1","1","1","1","1","2","","","","","","",FALSE
6,"2021-05-07 22:56:26","continuous",0,"","","","A","Male","Over 65",1,"D","D","1","1","1","1","1","1","1","1","1","1","1","1",TRUE
NA,"2021-05-07 22:55:19","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-07 22:53:39","",NA,"","","","","","",NA,"","","","1","","","6","","","","","","","",FALSE
0,"2021-05-07 22:53:32","",NA,"","","","","","",NA,"","","","","","https://cdn.fbsbx.com/v/t59.2708-21/82971342_271908710570716_282847229297409695_n.gif?_nc_cat=1&ccb=1-3&_nc_sid=041f46&_nc_ohc=bKrbGYZcZ-sAX9KBDHW&_nc_ht=cdn.fbsbx.com&oh=ead58378be9372059f04d8a3951a13df&oe=60978CD2","","","","","","","","",FALSE
4,"2021-05-07 22:53:03","",NA,"","","","","","",NA,"","","","5","","5","7","5","","","","","","",FALSE
NA,"2021-05-07 22:52:44","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 22:52:14","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 22:52:05","continuous",0,"","","","","","",NA,"","","1","1","1","7","1","3","","","","","","",FALSE
NA,"2021-05-07 22:49:35","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
3,"2021-05-07 22:49:32","",NA,"","","","","","",NA,"","","5","","","4","3","","","","","","","",FALSE
2,"2021-05-07 22:49:16","",NA,"","","","","","",NA,"","","4","","","","","3","","","","","","",FALSE
5,"2021-05-07 22:48:24","continuous",1,"No","Yes","Yes","B","","",NA,"","","1","5","7","4","3","5","","3","5","5","1","5",FALSE
1,"2021-05-07 22:48:05","",NA,"","","","","","",NA,"","","","","3","","","","","","","","","",FALSE
0,"2021-05-07 22:47:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 22:47:03","",NA,"","","","","","",NA,"","","1","","1","","7","1","","","","","","",FALSE
5,"2021-05-07 22:46:54","",NA,"","","","","","",NA,"","","1","1","1","","1","1","","","","","","",FALSE
2,"2021-05-07 22:46:45","",NA,"","","","","","",NA,"","","","I can't see it.","","1","7","","","","","","","",FALSE
NA,"2021-05-07 22:46:29","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 22:46:17","continuous",1,"No","Yes","No","A","Female","30-44",1,"C","D","1","1","1","1","1","1","1","1","1","1","2","1",TRUE
2,"2021-05-07 22:46:02","",NA,"","","","","","",NA,"","","","","","","3","2","","","","","","",FALSE
1,"2021-05-07 22:43:57","",NA,"","","","","","",NA,"","","1","1","1","7","1","1","","","","","","",FALSE
5,"2021-05-07 22:43:35","",NA,"","","","","","",NA,"","","1","5","5","","5","5","","","","","","",FALSE
0,"2021-05-07 22:43:33","days",0,"","","","","","",NA,"","","1","7","1","1","1","7","","","","","","",FALSE
NA,"2021-05-07 22:43:31","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 22:42:21","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 22:42:02","",NA,"","","","","","",NA,"","","3","6","2","5","","","","","","","","",FALSE
NA,"2021-05-07 22:41:22","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 22:40:31","",NA,"","","","","","",NA,"","","","","2","7","1","3","","","","","","",FALSE
6,"2021-05-07 22:40:01","days",1,"","","","","","",NA,"","","7","7","7","6","6","5","","","","","","",FALSE
6,"2021-05-07 22:39:54","continuous",0,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
6,"2021-05-07 22:39:20","continuous",0,"","","","","","",NA,"","","1","2","1","","2","1","","","","","","",FALSE
NA,"2021-05-07 22:38:47","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 22:35:38","",NA,"","","","","","",NA,"","","1","4","","1","5","2","","","","","","",FALSE
1,"2021-05-07 22:34:59","",NA,"","","","","","",NA,"","","5","","","","","","","","","","","",FALSE
NA,"2021-05-07 22:34:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 22:34:57","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 22:34:55","continuous",0,"","","","","","",NA,"","","3","5","7","5","6","5","","","","","","",FALSE
NA,"2021-05-07 22:34:39","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 22:34:07","continuous",1,"No","","","","","",NA,"","","1","1","1","7","1","1","","","","","","",FALSE
0,"2021-05-07 22:33:34","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 22:33:18","",NA,"","","","","","",NA,"","","","","1","","","","","","","","","",FALSE
NA,"2021-05-07 22:33:12","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 22:32:43","",NA,"","","","","","",NA,"","","6","","","","","","","","","","","",FALSE
6,"2021-05-07 22:32:28","days",1,"","","","","","",NA,"","","1","1","1","1","1","2","","","","","","",FALSE
0,"2021-05-07 22:31:19","continuous",1,"Yes","Yes","Yes","B","","",NA,"","","2","3","5","3","4","5","","","","","","",FALSE
6,"2021-05-07 22:31:02","continuous",1,"No","","","","","",NA,"","","1","1","1","4","1","1","","","","","","",FALSE
5,"2021-05-07 22:30:13","",NA,"","","","","","",NA,"","","6","","5","7","3","6","","","","","","",FALSE
6,"2021-05-07 22:29:21","days",1,"","","","","","",NA,"","","7","1","1","5","1","4","","","","","","",FALSE
2,"2021-05-07 22:29:18","",NA,"","","","","","",NA,"","","1","","1","","","","","","","","","",FALSE
0,"2021-05-07 22:28:54","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 22:28:39","",NA,"","","","","","",NA,"","","1","6","4","1","","4","","","","","","",FALSE
NA,"2021-05-07 22:28:12","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 22:28:07","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-07 22:27:57","",NA,"","","","","","",NA,"","","7","","7","","","","","","","","","",FALSE
3,"2021-05-07 22:27:07","",NA,"","","","","","",NA,"","","6","4","7","","4","7","","","","","","",FALSE
0,"2021-05-07 22:26:53","days",0,"","","","stop","","",NA,"","","1","1","1","1","5","1","","","","","","",FALSE
6,"2021-05-07 22:26:25","continuous",1,"","","","","","",NA,"","","1","4","1","4","1","4","","","","","","",FALSE
6,"2021-05-07 22:23:52","continuous",1,"No","No","No","A","Male","30-44",1,"C","A","2","6","6","7","1","4","1","1","3","1","6","6",TRUE
5,"2021-05-07 22:23:06","",NA,"","","","","","",NA,"","","","1","2","1","4","1","","","","","","",FALSE
5,"2021-05-07 22:21:46","",NA,"","","","","","",NA,"","","1","3","3","5","","3","","","","","","",FALSE
0,"2021-05-07 22:21:25","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 22:20:51","continuous",1,"Yes","Yes","Yes","D","","",NA,"","","7","5","7","7","3","7","","","","","","",FALSE
1,"2021-05-07 22:20:39","",NA,"","","","","","",NA,"","","","","","7","","","","","","","","",FALSE
5,"2021-05-07 22:20:36","",NA,"","","","","","",NA,"","","","4","4","2","5","2","","","","","","",FALSE
6,"2021-05-07 22:20:32","days",1,"","","","","","",NA,"","","7","7","7","7","7","7","","","","","","",FALSE
0,"2021-05-07 22:20:28","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 22:19:29","",NA,"","","","","","",NA,"","","1","","4","1","6","1","","","","","","",FALSE
NA,"2021-05-07 22:18:35","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 22:18:32","",NA,"","","","","","",NA,"","","","1","","","","","","","","","","",FALSE
0,"2021-05-07 22:17:57","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 22:16:12","days",0,"","","","","","",NA,"","","6","5","4","5","4","5","","","","","","",FALSE
2,"2021-05-07 22:15:46","",NA,"","","","","","",NA,"","","7","","7","","","","","","","","","",FALSE
NA,"2021-05-07 22:14:52","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 22:14:46","",NA,"","","","","","",NA,"","","3","3","3","6","","7","","","","","","",FALSE
NA,"2021-05-07 22:14:26","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 22:13:27","",NA,"","","","","","",NA,"","","","most of us know the numbers were never really correct and masks should not be worn and everything should have been opened after the first 15 days","","","","4","","","","","","",FALSE
0,"2021-05-07 22:12:25","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 22:10:59","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 22:10:46","days",0,"","","","","","",NA,"","","1","5","5","1","7","1","","","","","","",FALSE
4,"2021-05-07 22:10:19","",NA,"","","","","","",NA,"","","5","5","1","","1","","","","","","","",FALSE
0,"2021-05-07 22:09:10","continuous",1,"Yes","Yes","No","B","","",NA,"","","1","1","1","3","1","1","","","","","","",FALSE
NA,"2021-05-07 22:07:09","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 22:05:37","",NA,"","","","","","",NA,"","","1","3","","1","5","1","","","","","","",FALSE
0,"2021-05-07 22:05:04","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 22:04:51","days",1,"","","","","","",NA,"","","4","4","5","6","4","4","","","","","","",FALSE
0,"2021-05-07 22:04:49","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 22:03:52","",NA,"","","","","","",NA,"","","6","6","5","6","","6","","","","","","",FALSE
NA,"2021-05-07 22:03:24","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 22:02:19","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 22:02:17","",NA,"","","","","","",NA,"","","","3","2","","7","3","","","","","","",FALSE
0,"2021-05-07 22:02:13","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 22:01:08","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 22:01:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 22:00:24","",NA,"","","","","","",NA,"","","","","","0","","","","","","","","",FALSE
NA,"2021-05-07 21:59:29","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 21:56:54","days",1,"stop","STOP","","STOP","","",NA,"","","1","1","1","7","1","1","","","","","","",FALSE
3,"2021-05-07 21:56:50","",NA,"","","","","","",NA,"","","1","1","1","","","","","","","","","",FALSE
NA,"2021-05-07 21:56:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-07 21:55:30","",NA,"","","","","","",NA,"","","","","7","","","7","","","","","","",FALSE
NA,"2021-05-07 21:55:28","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 21:54:44","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 21:54:37","",NA,"","","","","","",NA,"","","","1","","","","","","","","","","",FALSE
1,"2021-05-07 21:54:22","",NA,"","","","","","",NA,"","","","","3","","","","","","","","","",FALSE
NA,"2021-05-07 21:53:55","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 21:53:38","continuous",0,"","","","B","Male","45-65",1,"D","A","1","1","4","1","1","1","1","1","1","1","1","2",TRUE
0,"2021-05-07 21:53:02","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
7,"2021-05-07 21:52:44","continuous",0,"","","","","","",NA,"","","6","7","4","5","4","4","","","","","","",FALSE
6,"2021-05-07 21:52:38","continuous",0,"","","","","","",NA,"","","1","1","1","1","3","1","","","","","","",FALSE
5,"2021-05-07 21:52:17","",NA,"","","","","","",NA,"","","7","1","1","1","","1","","","","","","",FALSE
2,"2021-05-07 21:51:29","",NA,"","","","","","",NA,"","","1","","1","","","","","","","","","",FALSE
5,"2021-05-07 21:50:37","",NA,"","","","","","",NA,"","","7","5","5","5","5","","","","","","","",FALSE
5,"2021-05-07 21:50:23","",NA,"","","","","","",NA,"","","1","4","","1","1","1","","","","","","",FALSE
5,"2021-05-07 21:49:14","",NA,"","","","","","",NA,"","","2","3","5","6","5","","","","","","","",FALSE
6,"2021-05-07 21:48:32","days",1,"","","","","","",NA,"","","5","3","5","5","4","4","","","","","","",FALSE
0,"2021-05-07 21:48:04","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 21:47:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 21:45:41","continuous",1,"Yes","Yes","No","B","Male","45-65",1,"C","C","3","4","2","5","2","4","2","2","4","4","4","3",TRUE
6,"2021-05-07 21:44:59","continuous",0,"","","","","","",NA,"","","1","2","2","1","5","1","","","","","","",FALSE
NA,"2021-05-07 21:44:59","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 21:43:04","days",1,"","","","","","",NA,"","","5","4","5","7","1","4","","","","","","",FALSE
NA,"2021-05-07 21:42:48","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 21:42:21","",NA,"","","","","","",NA,"","","3","3","5","","1","1","","","","","","",FALSE
5,"2021-05-07 21:42:21","",NA,"","","","","","",NA,"","","","6","1","3","3","1","","","","","","",FALSE
5,"2021-05-07 21:42:09","",NA,"","","","","","",NA,"","","2","2","2","","2","6","","","","","","",FALSE
3,"2021-05-07 21:40:56","",NA,"","","","","","",NA,"","","","1","","1","","1","","","","","","",FALSE
5,"2021-05-07 21:40:51","",NA,"","","","","","",NA,"","","1","3","2","","1","2","","","","","","",FALSE
