seen_total,last seen,survey_type,engagement,engagement_1,engagement_2,engagement_3,quiz_answer,demo_gender,demo_age,demo_asked,demo_school,demo_media,question_2_pre,question_6_pre,question_4_pre,question_1_pre,question_3_pre,question_5_pre,question_2_post,question_3_post,question_6_post,question_5_post,question_1_post,question_4_post
0,2021-05-07 04:10:48,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-07 04:01:36,continuous,1,Yes,Yes,,STOP,,,,,,1,4,1,4,4,4,,,,,,
2,2021-05-07 04:00:14,,,,,,,,,,,,1,,,1,,,,,,,,
0,2021-05-07 04:00:06,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 03:58:39,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 03:58:31,continuous,1,Yes,Yes,Yes,B,Female,45-65,1,D,B,7,4,6,7,7,7,1,1,3,7,1,1
5,2021-05-07 03:57:37,,,,,,,,,,,,2,3,4,5,3,,,,,,,
2,2021-05-07 03:57:11,,,,,,,,,,,,7,7,,,,,,,,,,
5,2021-05-07 03:56:36,,,,,,,,,,,,7,5,5,,7,3,,,,,,
1,2021-05-07 03:56:25,,,,,,,,,,,,2,,,,,,,,,,,
"",2021-05-07 03:54:46,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 03:54:34,continuous,0,,,,,,,,,,1,1,4,3,7,3,,,,,,
6,2021-05-07 03:52:16,continuous,0,,,,,,,,,,7,7,7,7,1,7,,,,,,
0,2021-05-07 03:51:24,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 03:48:16,continuous,1,,,,,,,,,,2,1,1,1,1,1,,,,,,
3,2021-05-07 03:47:24,,,,,,,,,,,,6,6,,7,,,,,,,,
6,2021-05-07 03:46:50,days,1,,,,,,,,,,2,4,3,1,6,1,,,,,,
0,2021-05-07 03:46:39,days,0,,,,,,,,,,4,7,7,7,1,4,,,,,,
2,2021-05-07 03:44:56,,,,,,,,,,,,5,,,1,,,,,,,,
6,2021-05-07 03:44:22,continuous,1,Yes,No,,,,,,,,1,6,3,1,7,4,,,,,,
6,2021-05-07 03:44:20,continuous,0,,,,,,,,,,3,4,3,1,5,3,,,,,,
0,2021-05-07 03:41:53,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 03:40:45,,,,,,,,,,,,,5,1,1,6,5,,,,,,
"",2021-05-07 03:40:18,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 03:39:11,days,1,,,,,,,,,,5,5,4,1,3,5,,,,,,
0,2021-05-07 03:39:02,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
"",2021-05-07 03:38:23,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 03:37:55,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 03:37:40,,,,,,,,,,,,,,,,1,,,,,,,
0,2021-05-07 03:37:05,days,0,,,,,,,,,,1,7,5,2,1,3,,,,,,
"",2021-05-07 03:35:35,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 03:34:01,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 03:33:08,,,,,,,,,,,,1,,,1,,,,,,,,
0,2021-05-07 03:32:23,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 03:32:13,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
1,2021-05-07 03:32:10,,,,,,,,,,,,5,,,,,,,,,,,
3,2021-05-07 03:32:06,,,,,,,,,,,,,3,3,3,,,,,,,,
"",2021-05-07 03:30:56,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 03:29:44,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 03:29:12,,,,,,,,,,,,,6,,,,,,,,,,
6,2021-05-07 03:29:09,continuous,1,Yes,Yes,No,D,Other,Over 65,1,D,D,3,7,1,7,1,4,7,1,7,3,7,4
2,2021-05-07 03:27:47,,,,,,,,,,,,1,6,5,2,5,5,,,,,,
1,2021-05-07 03:26:38,,,,,,,,,,,,1,,,,,,,,,,,
6,2021-05-07 03:25:55,continuous,0,,,,,,,,,,6,6,6,7,,6,,,,,,
"",2021-05-07 03:25:28,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 03:25:04,days,1,Yes,No,,so to you only the right has fake news even when the left flat out lies,,,,,,1,4,1,4,1,1,,,,,,
0,2021-05-07 03:23:21,days,0,,,,,,,,,,1,1,5,1,1,1,,,,,,
"",2021-05-07 03:23:08,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 03:21:14,continuous,1,Yes,Yes,Yes,B,,,,,,1,6,7,1,7,6,,,,,,
0,2021-05-07 03:21:11,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 03:20:24,continuous,1,Yes,Yes,Yes,B,Male,Over 65,1,C,E,4,6,4,2,5,4,1,5,4,1,1,4
3,2021-05-07 03:18:35,,,,,,,,,,,,,1,,,1,,,,,,,
0,2021-05-07 03:18:23,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 03:17:56,,,,,,,,,,,,1,,,,,,,,,,,
"",2021-05-07 03:17:46,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 03:15:58,days,1,,,,,,,,,,7,3,1,1,7,1,,,,,,
0,2021-05-07 03:15:35,days,0,,,,,,,,,,5,4,4,5,4,3,,,,,,
5,2021-05-07 03:14:59,continuous,1,Yes,Yes.,Yes,B,,,,,,4,5,1,7,1,3,1,1,3,5,2,
6,2021-05-07 03:13:35,continuous,1,Yes,I think this survey is an exercise of liberal propaganda.  I'll terminate it now.,,block,,,,,,1,1,7,3,1,3,,,,,,
"",2021-05-07 03:11:54,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 03:11:26,,,,,,,,,,,,7,,,1,7,,,,,,,
6,2021-05-07 03:10:29,days,1,,,,,,,,,,4,5,6,7,3,6,,,,,,
4,2021-05-07 03:10:27,,,,,,,,,,,,,,5,5,4,1,,,,,,
"",2021-05-07 03:09:58,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 03:09:52,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 03:06:41,continuous,1,Yes,No,No,A,,,,,,1,1,1,1,2,1,,,,,Stop,1
0,2021-05-07 03:05:17,days,0,,,,,,,,,,3,6,1,6,1,1,,,,,,
6,2021-05-07 03:03:40,days,1,,,,,,,,,,3,2,3,1,2,1,,,,,,
0,2021-05-07 03:03:17,days,0,,,,,,,,,,1,5,4,2,4,2,,,,,,
4,2021-05-07 03:03:07,,,,,,,,,,,,,,1,6,1,1,,,,,,
6,2021-05-07 03:00:55,continuous,1,Yes,,,,,,,,,2,3,1,4,1,1,,,,,,
3,2021-05-07 02:58:57,,,,,,,,,,,,Can't read it it is super small,1,,,,1,,,,,,
0,2021-05-07 02:57:48,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-07 02:57:18,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 02:53:57,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 02:53:27,days,1,,,,,,,,,,1,4,4,1,5,1,,,,,,
"",2021-05-07 02:52:49,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 02:52:45,,,,,,,,,,,,,,,,3,,,,,,,
0,2021-05-07 02:52:28,,,,,,,,,,,,,,,,,Not.  For.  Me.,,,,,,
0,2021-05-07 02:50:31,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 02:50:16,,,,,,,,,,,,5,,,,,,,,,,,
6,2021-05-07 02:49:53,continuous,1,Yes,No,Yes,C,Female,45-65,1,C,B,4,5,6,7,5,5,1,1,3,5,3,1
6,2021-05-07 02:49:21,continuous,1,Yes,No,,,,,,,,4,5,4,4,3,4,,,,,,
"",2021-05-07 02:49:00,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 02:45:32,days,0,,,,,,,,,,7,3,1,7,1,7,,,,,,
6,2021-05-07 02:45:15,continuous,1,Yes,Yes,,,,,,,,1,4,1,2,5,2,,,,,,
"",2021-05-07 02:44:03,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 02:43:11,days,0,,,,,,,,,,1,1,1,1,1,7,,,,,,
2,2021-05-07 02:43:01,,,,,,,,,,,,3,3,,,,,,,,,,
0,2021-05-07 02:41:25,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 02:41:16,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 02:40:56,,,,,,,,,,,,1,1,1,1,,1,,,,,,
2,2021-05-07 02:40:19,,,,,,,,,,,,,7,,7,,,,,,,,
6,2021-05-07 02:40:06,days,1,,,,,,,,,,1,6,6,4,7,6,,,,,,
0,2021-05-07 02:39:34,days,0,,,,B,,,,,,4,5,4,2,5,3,,,,,,
6,2021-05-07 02:38:44,continuous,0,,,,,,,,,,1,1,2,1,1,1,,,,,,
5,2021-05-07 02:38:27,,,,,,,,,,,,,5,7,7,4,5,,,,,,
0,2021-05-07 02:37:39,days,0,,,,,,,,,,1,2,1,1,7,2,,,,,,
5,2021-05-07 02:36:56,,,,,,,,,,,,3,4,7,7,1,,,,,,,
1,2021-05-07 02:35:14,,,,,,,,,,,,4,,,,,,,,,,,
6,2021-05-07 02:35:09,continuous,0,,,,A,Female,Over 65,1,C,A,6,1,1,7,1,5,1,2,2,3,5,1
6,2021-05-07 02:34:53,days,1,,,,,,,,,,2,5,2,4,3,4,,,,,,
6,2021-05-07 02:33:44,continuous,0,,,,,,,,,,2,2,3,2,3,3,,,,,,
6,2021-05-07 02:33:01,continuous,0,,,,,,,,,,1,2,1,2,1,2,,,,,,
0,2021-05-07 02:32:56,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 02:32:43,continuous,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
5,2021-05-07 02:31:44,continuous,1,Yes,No,Yes,B,,,,,,1,1,1,1,5,1,1,5,1,1,1,Stop
4,2021-05-07 02:30:27,,,,,,,,,,,,1,1,1,,1,,,,,,,
6,2021-05-07 02:29:18,continuous,1,No,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX8dWF-N&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=2fa13ac431f0b4fc60c11cb016263481&oe=60BA8BC9,No,A,Other,18-29,1,D,B,1,1,1,1,1,1,1,1,1,1,,1
0,2021-05-07 02:28:52,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 02:28:44,,,,,,,,,,,,,,,2,2,,,,,,,
0,2021-05-07 02:27:46,,,,,,,,,,,,1,7,1,7,1,,,,,,,
6,2021-05-07 02:27:08,days,1,,,,,,,,,,1,7,7,7,1,3,,,,,,
0,2021-05-07 02:25:30,continuous,1,Yes,I don't know.,No,A,,,,,,1,1,1,1,1,1,,,,,,
"",2021-05-07 02:25:22,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 02:24:54,continuous,1,Yes,Yes,Yes,A,,,,,,4,4,3,1,7,2,1,4,2,,,1
6,2021-05-07 02:23:21,continuous,1,Yes,Yes,Yes,A,Female,45-65,1,D,B,1,1,2,2,1,1,1,1,1,1,1,1
0,2021-05-07 02:23:10,days,0,,,,,,,,,,7,7,1,1,7,7,,,,,,
0,2021-05-07 02:23:07,days,0,,,,,,,,,,3,4,4,6,4,5,,,,,,
5,2021-05-07 02:22:35,,,,,,,,,,,,,6,7,7,6,7,,,,,,
6,2021-05-07 02:22:16,continuous,1,Yes,,,,,,,,,5,3,4,1,1,5,,,,,,
0,2021-05-07 02:22:03,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 02:21:51,,,,,,,,,,,,7,7,,,,7,,,,,,
6,2021-05-07 02:21:29,continuous,0,,,,,,,,,,3,3,4,2,1,3,,,,,,
0,2021-05-07 02:21:17,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 02:20:18,,,,,,,,,,,,7,6,,3,3,,,,,,,
0,2021-05-07 02:20:15,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 02:19:04,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 02:17:30,days,0,,,,,,,,,,7,7,7,7,7,7,,,,,,
2,2021-05-07 02:17:17,,,,,,,,,,,,,,1,,1,,,,,,,
5,2021-05-07 02:15:35,,,,,,,,,,,,4,3,,2,1,1,,,,,,
6,2021-05-07 02:14:46,continuous,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-07 02:14:30,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 02:13:37,,,,,,,,,,,,1,1,,,,1,,,,,,
6,2021-05-07 02:13:24,continuous,1,Yes,Yes,Yes,A,Female,Over 65,1,B,B,5,6,3,3,3,3,2,5,6,3,1,6
0,2021-05-07 02:12:21,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 02:10:57,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 02:10:02,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 02:09:42,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 02:07:24,,,,,,,,,,,,1,,1,1,1,,,,,,,
1,2021-05-07 02:06:23,,,,,,,,,,,,,2,,,,,,,,,,
6,2021-05-07 02:04:34,days,1,No,Fuck off you liberal slugs,,,,,,,,1,1,,7,1,1,,,,,,
0,2021-05-07 02:04:21,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 02:03:51,days,0,,,,,,,,,,1,2,1,1,1,1,,,,,,
"",2021-05-07 02:03:34,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 02:03:15,continuous,1,Yes,Yes,Yes,B,,,,,,4,1,2,6,3,6,1,1,1,1,,1
4,2021-05-07 02:02:41,,,,,,,,,,,,3,3,3,,,3,,,,,,
0,2021-05-07 02:02:01,days,0,,,,,,,,,,4,2,2,1,3,2,,,,,,
0,2021-05-07 02:01:38,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 02:01:22,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 02:01:11,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 01:59:49,,,,,,,,,,,,1,1,,1,,,,,,,,
5,2021-05-07 01:59:33,,,,,,,,,,,,,7,6,6,7,7,,,,,,
6,2021-05-07 01:59:25,continuous,0,,,,,,,,,,4,1,6,6,4,3,,,,,,
5,2021-05-07 01:58:21,,,,,,,,,,,,1,,4,6,1,4,,,,,,
0,2021-05-07 01:57:04,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 01:55:59,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 01:55:48,,,,,,,,,,,,,5,,,,,,,,,,
2,2021-05-07 01:55:23,,,,,,,,,,,,,1,1,,,,,,,,,
2,2021-05-07 01:54:31,,,,,,,,,,,,,7,,,1,,,,,,,
2,2021-05-07 01:53:27,,,,,,,,,,,,7,,,,7,,,,,,,
6,2021-05-07 01:53:12,continuous,1,Yes,Yes,Yes,B,Male,45-65,1,B,E,1,3,1,3,1,1,1,1,1,1,1,1
3,2021-05-07 01:51:23,,,,,,,,,,,,,1,,,2,1,,,,,,
0,2021-05-07 01:51:22,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 01:50:09,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 01:49:45,days,0,,,,,,,,,,1,4,4,1,5,1,,,,,,
1,2021-05-07 01:49:14,,,,,,,,,,,,,,,,,6,,,,,,
6,2021-05-07 01:48:34,continuous,1,No,No,,,,,,,,2,1,2,2,2,,,,,,,
6,2021-05-07 01:47:32,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-07 01:46:59,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
5,2021-05-07 01:46:15,,,,,,,,,,,,3,5,,5,3,5,,,,,,
6,2021-05-07 01:46:09,continuous,1,No,Yes,,,,,,,,6,,6,6,6,6,,,,,,
0,2021-05-07 01:45:33,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 01:44:17,,,,,,,,,,,,,,,,,6,,,,,,
6,2021-05-07 01:43:38,continuous,0,,,,A,Female,Over 65,1,B,A,6,6,1,5,1,5,5,1,5,2,2,1
0,2021-05-07 01:43:28,days,0,,,,,,,,,,7,7,7,7,7,7,,,,,,
3,2021-05-07 01:41:22,,,,,,,,,,,,,No,,7,4,4,,,,,,
1,2021-05-07 01:39:29,,,,,,,,,,,,,,1,,,,,,,,,
6,2021-05-07 01:36:37,continuous,1,Yes,Yes,Yes,a,Male,45-65,1,C,B,2,4,2,4,1,1,2,1,2,1,3,2
5,2021-05-07 01:35:25,,,,,,,,,,,,6,6,,4,4,4,,,,,,
6,2021-05-07 01:32:49,continuous,1,Yes,,,,,,,,,5,4,6,6,5,5,,,,,,
0,2021-05-07 01:31:34,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 01:31:08,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 01:30:51,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 01:30:14,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 01:28:55,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 01:28:31,continuous,0,,,,A,Male,45-65,1,B,A,1,4,4,1,6,1,1,4,4,1,1,4
0,2021-05-07 01:27:58,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 01:27:52,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 01:27:17,continuous,0,,,,B,Female,Over 65,1,B,B,3,5,4,3,3,2,4,3,3,2,3,3
1,2021-05-07 01:26:24,,,,,,,,,,,,,5,,,,,,,,,,
5,2021-05-07 01:26:16,,,,,,,,,,,,,7,1,5,1,5,,,,,,
1,2021-05-07 01:25:47,,,,,,,,,,,,,,,,6,,,,,,,
0,2021-05-07 01:23:01,days,0,,,,,,,,,,1,4,4,6,3,5,,,,,,
5,2021-05-07 01:22:24,,,,,,,,,,,,,2,2,1,3,1,,,,,,
5,2021-05-07 01:21:18,,,,,,,,,,,,,4,1,3,1,3,,,,,,
5,2021-05-07 01:19:44,,,,,,,,,,,,2,3,3,,1,4,,,,,,
5,2021-05-07 01:18:44,,,,,,,,,,,,Nope it is incomplete. This is not legit research,1,1,,1,1,,,,,,
0,2021-05-07 01:18:40,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 01:18:23,days,0,,,,,,,,,,1,5,1,5,1,1,,,,,,
"",2021-05-07 01:17:09,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 01:17:07,,,,,,,,,,,,1,2,2,,,1,,,,,,
4,2021-05-07 01:16:48,,,,,,,,,,,,STOP,3,3,3,,,,,,,,
1,2021-05-07 01:14:34,continuous,1,Yes,Yes,Yes,D,,,,,,1,2,1,1,6,1,2,,,,,
6,2021-05-07 01:14:31,continuous,0,,,,,,,,,,6,2,4,5,3,4,,,,,,
1,2021-05-07 01:13:38,,,,,,,,,,,,1,,,,,,,,,,,
0,2021-05-07 01:13:21,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 01:11:34,,,,,,,,,,,,3,3,3,,3,2,,,,,,
3,2021-05-07 01:11:14,,,,,,,,,,,,1,4,,2,,,,,,,,
3,2021-05-07 01:10:19,,,,,,,,,,,,,,1,1,,1,,,,,,
6,2021-05-07 01:08:31,continuous,0,,,,,,,,,,4,5,2,1,6,4,,,,,,
6,2021-05-07 01:08:14,continuous,0,,,,,,,,,,1,1,2,1,5,1,,,,,,
2,2021-05-07 01:06:53,,,,,,,,,,,,1,,,,7,,,,,,,
3,2021-05-07 01:06:32,,,,,,,,,,,,1,1,1,,,,,,,,,
6,2021-05-07 01:05:12,continuous,0,,,,D,Female,45-65,1,C,A,7,7,3,7,4,4,4,7,4,4,7,
6,2021-05-07 01:03:48,continuous,1,Yes,Yes,Yes,A,Male,30-44,1,C,D,1,1,1,1,1,1,1,1,1,1,1,1
0,2021-05-07 01:03:47,days,0,,,,,,,,,,7,7,7,1,7,7,,,,,,
2,2021-05-07 01:03:29,,,,,,,,,,,,3,,3,,,,,,,,,
5,2021-05-07 01:02:37,,,,,,,,,,,,1,1,1,1,,1,,,,,,
1,2021-05-07 01:01:25,,,,,,,,,,,,1,,,,,,,,,,,
"",2021-05-07 01:01:17,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 01:00:45,,,,,,,,,,,,1,5,1,,1,,,,,,,
0,2021-05-07 00:59:55,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 00:59:16,,,,,,,,,,,,,4,1,,1,1,,,,,,
6,2021-05-07 00:59:10,continuous,0,,,,A,Female,45-65,1,C,D,1,3,5,1,2,3,1,4,1,1,1,2
6,2021-05-07 00:58:27,continuous,1,No,Intelligent people don't need your lwaaona. Why doin't you juat label who you are and tell us anything that disagrees with what you believe is misinformation?,,,,,,,,1,6,4,4,1,3,,,,,,
1,2021-05-07 00:57:50,,,,,,,,,,,,1,1,1,1,3,1,,,,,,
2,2021-05-07 00:56:55,,,,,,,,,,,,,1,,,,1,,,,,,
6,2021-05-07 00:56:46,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-07 00:56:37,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 00:53:59,days,1,,,,,,,,,,7,7,7,7,5,7,,,,,,
0,2021-05-07 00:53:54,days,0,,,,,,,,,,1,1,1,1,3,1,,,,,,
0,2021-05-07 00:53:39,days,0,,,,,,,,,,4,5,5,6,2,5,,,,,,
0,2021-05-07 00:51:44,days,0,,,,,,,,,,1,5,2,5,3,6,,,,,,
5,2021-05-07 00:48:16,,,,,,,,,,,,,1,4,1,2,1,,,,,,
0,2021-05-07 00:46:42,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 00:46:22,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 00:45:10,days,0,,,,,,,,,,1,1,2,3,1,3,,,,,,
5,2021-05-07 00:44:40,,,,,,,,,,,,1,1,,,1,1,,,,,,
6,2021-05-07 00:42:05,continuous,0,,,,A,Female,45-65,1,D,C,2,2,2,7,1,2,2,1,2,2,4,2
0,2021-05-07 00:41:31,days,0,,,,,,,,,,1,4,6,6,4,2,,,,,,
1,2021-05-07 00:40:32,,,,,,,,,,,,1,,,,,,,,,,,
0,2021-05-07 00:36:47,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 00:35:47,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 00:35:23,continuous,1,Yes,No,,social liar you are,,,,,,4,3,6,6,6,6,,,,,,
0,2021-05-07 00:34:22,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
"",2021-05-07 00:32:26,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 00:32:03,,,,,,,,,,,,,,I am not allowed by FB rules to post anywhere on here so I guess thatls it. I have been bad according to them,,,,,,,,,
0,2021-05-07 00:31:20,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 00:30:31,,,,,,,,,,,,1,,,1,,1,,,,,,
5,2021-05-07 00:27:49,,,,,,,,,,,,4,1,,1,4,1,,,,,,
0,2021-05-07 00:27:15,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 00:26:16,,,,,,,,,,,,,3,4,1,4,4,,,,,,
0,2021-05-07 00:26:14,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 00:25:51,continuous,1,Yes,Yes,Yes,B,,,,,,1,5,7,1,7,1,,,,,,
6,2021-05-07 00:25:51,continuous,1,Yes,Yes,,,,,,,,6,1,3,7,2,3,,,,,,
6,2021-05-07 00:21:29,continuous,1,Yes,,,,,,,,,7,3,1,5,1,3,,,,,,
4,2021-05-07 00:21:11,,,,,,,,,,,,4,,1,1,,1,,,,,,
"",2021-05-07 00:21:11,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 00:20:54,,,,,,,,,,,,,1,5,6,1,1,,,,,,
5,2021-05-07 00:20:10,,,,,,,,,,,,1,3,,2,2,5,,,,,,
0,2021-05-07 00:19:41,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 00:18:27,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 00:18:14,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 00:14:32,days,0,,,,,,,,,,1,2,4,1,1,1,,,,,,
6,2021-05-07 00:14:02,continuous,1,Yes,Yes,Yes,A,Male,45-65,1,C,D,2,5,5,6,4,4,1,1,1,2,1,1
0,2021-05-07 00:13:52,days,0,,,,,,,,,,1,2,1,1,3,,,,,,,
1,2021-05-07 00:11:51,,,,,,,,,,,,,,,1,,,,,,,,
0,2021-05-07 00:11:42,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 00:11:32,,,,,,,,,,,,,1,,,,,,,,,,
2,2021-05-07 00:09:21,,,,,,,,,,,,1,,,,1,,,,,,,
5,2021-05-07 00:07:27,,,,,,,,,,,,1,3,4,5,,3,,,,,,
0,2021-05-07 00:07:13,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 00:05:54,,,,,,,,,,,,7,,,7,,"Never heard of this ,no comment",,,,,,
"",2021-05-07 00:03:24,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 00:02:23,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 00:02:18,,,,,,,,,,,,,4,4,,,,,,,,,
5,2021-05-07 00:02:11,,,,,,,,,,,,1,3,3,4,,3,,,,,,
"",2021-05-07 00:02:09,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 00:01:29,days,0,,,,,,,,,,3,3,3,4,3,3,,,,,,
5,2021-05-07 00:01:08,,,,,,,,,,,,,1,2,2,2,2,,,,,,
"",2021-05-06 23:59:41,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-06 23:59:30,,,,,,,,,,,,5,,5,,7,,,,,,,
4,2021-05-06 23:58:04,,,,,,,,,,,,1,1,3,1,,,,,,,,
6,2021-05-06 23:57:08,days,1,,,,,,,,,,1,3,6,1,6,1,,,,,,
0,2021-05-06 23:56:01,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-06 23:55:50,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-06 23:55:42,,,,,,,,,,,,1,,,3,1,,,,,,,
6,2021-05-06 23:55:16,continuous,1,Yes,Yes,Yes,B,Male,45-65,1,C,A,3,3,3,4,1,2,3,3,3,3,3,3
2,2021-05-06 23:55:13,,,,,,,,,,,,,,7,,,4,,,,,,
6,2021-05-06 23:53:53,days,1,,,,,,,,,,3,4,1,1,6,1,,,,,,
"",2021-05-06 23:53:07,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-06 23:50:04,,,,,,,,,,,,,4,5,2,5,,,,,,,
0,2021-05-06 23:48:01,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-06 23:47:09,days,1,,,,,,,,,,1,7,7,7,1,1,,,,,,
0,2021-05-06 23:46:45,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-06 23:46:24,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-06 23:45:31,continuous,0,,,,,,,,,,1,4,4,1,7,1,,,,,,
1,2021-05-06 23:43:09,,,,,,,,,,,,,,,,1,,,,,,,
5,2021-05-06 23:42:39,,,,,,,,,,,,1,4,1,,4,4,,,,,,
6,2021-05-06 23:42:31,continuous,1,Yes,Yes,No,B,Male,45-65,1,D,C,3,4,4,3,6,5,2,6,2,2,2,2
6,2021-05-06 23:40:32,days,1,,,,,,,,,,6,3,2,2,1,1,,,,,,
5,2021-05-06 23:40:02,,,,,,,,,,,,,5,5,4,5,4,,,,,,
5,2021-05-06 23:40:01,,,,,,,,,,,,,4,1,1,4,3,,,,,,
